tweet,tweet_is_directed_at,emotion,character_count,word_count,is_tweet_negative,is_apple,number_of_mentions,hashtags_count,average_word_length
Apple's customer service is terrible. Can't fix anything properly. #AppleCustomerServiceFail #Apple,Apple,negative,99,11,1,1,0,2,8.090909091
Google Maps is useless. Can't even find a decent restaurant. #GoogleMapsFail #Google,Google Maps,negative,84,12,1,0,0,2,6.083333333
My iPhone's battery is draining like crazy. I need a new phone ASAP! #iPhoneProblems #Apple,iPhone,negative,91,15,1,1,0,2,5.133333333
iPad's performance is so slow. It's frustrating to use. #iPadPerformanceIssues #Apple,iPad,negative,85,11,1,1,0,2,6.818181818
Google's search recommendations are annoying. #GoogleSearchFail #Google,Google Search,negative,71,7,1,0,0,2,9.285714286
"Another iPad update, another set of problems. Apple, get it together! #iPadUpdateFail #Apple",iPad,negative,92,13,1,1,0,2,6.153846154
Google Maps can't find anything accurately. Time to switch to a different app. #GoogleMapsFail #Google,Google Maps,negative,102,15,1,0,0,2,5.866666667
My iPhone battery is draining like crazy. So irritating! #iPhoneBatteryProblems #Apple,iPhone,negative,86,11,1,1,0,2,6.909090909
iPad's new update ruined everything. It's worse than before! #iPadUpdateFail #Apple,iPad,negative,83,11,1,1,0,2,6.636363636
Google Hotpot is a total waste of time. Not better than other options. #GoogleHotpotFail #Google,Google Hotpot,negative,96,15,1,0,0,2,5.466666667
"The iPhone's design is outdated. Time for a refresh, Apple! #iPhoneDesignFail #Apple",iPhone,negative,84,12,1,1,0,2,6.083333333
My Android apps keep crashing. It's so frustrating! #AndroidAppFail #Android,Android,negative,76,10,1,0,0,2,6.7
iPad's battery life is terrible. Need to charge it constantly. #iPadBatteryProblems #Apple,iPad,negative,90,12,1,1,0,2,6.583333333
Google TV is a total waste of money. Nothing good to watch. #GoogleTVFail #Google,Google TV,negative,81,14,1,0,0,2,4.857142857
The iPhone's screen cracks too easily. It's not durable at all. #iPhoneScreenFail #Apple,iPhone,negative,88,13,1,1,0,2,5.846153846
My iPhone keeps freezing. It's driving me crazy! #iPhoneFail #Apple,iPhone,negative,67,10,1,1,0,2,5.8
"Google's social network, Google Circles, is a failure. No one cares about it. #GoogleSocialFail #Google",Google Circles,negative,103,15,1,0,0,2,5.933333333
"Just got Google TV, and it's a disappointment. No good shows available. #GoogleTVFail #Google",Google TV,negative,93,14,1,0,0,2,5.714285714
My iPhone battery is draining like crazy. So irritating! #iPhoneBatteryProblems #Apple,iPhone,negative,86,11,1,1,0,2,6.909090909
Google Hotpot is a waste of time. Not better than other options. #GoogleHotpotFail #Google,Google Hotpot,negative,90,14,1,0,0,2,5.5
Apple's updates always mess up my iPhone. So frustrating! #iPhoneUpdateFail #Apple,Apple,negative,82,11,1,1,0,2,6.545454545
Google's Pac-Man doodle is full of bugs. Not impressed at all. #GoogleDoodles #Google,Google Doodles,negative,85,13,1,0,0,2,5.615384615
iPhone battery life is terrible. Can't last a day without charging. #iPhoneBatteryProblems #Apple,iPhone,negative,97,13,1,1,0,2,6.538461538
"Ugh, this iPad is such a disappointment. Waste of money. #iPadFail #Apple",iPad,negative,73,12,1,1,0,2,5.166666667
Google TV is a disaster. Can't find anything worth watching. #GoogleTVFail #Google,Google TV,negative,82,12,1,0,0,2,5.916666667
My iPhone is a piece of junk. It keeps freezing. #iPhoneFail #Apple,iPhone,negative,67,12,1,1,0,2,4.666666667
Google Maps is useless. Can't even find a nearby cafe. #GoogleMapsFail #Google,Google Maps,negative,78,12,1,0,0,2,5.583333333
The latest iPad update messed up everything. So annoying! #iPadUpdateFail #Apple,iPad,negative,80,11,1,1,0,2,6.363636364
Google's latest feature is a joke. Not useful at all. #GoogleFeatureFail #Google,Google Feature,negative,80,12,1,0,0,2,5.75
"The iPhone's design is boring. Time for a fresh look, Apple! #iPhoneDesignFail #Apple",iPhone,negative,85,13,1,1,0,2,5.615384615
My Android phone's camera quality is garbage. Can't take a decent photo. #AndroidCameraFail #Android,Android Camera,negative,100,14,1,0,0,2,6.214285714
iPad's battery life is horrible. Need to charge it all the time. #iPadBatteryProblems #Apple,iPad,negative,92,14,1,1,0,2,5.642857143
Google TV is a waste of money. No good shows available. #GoogleTVFail #Google,Google TV,negative,77,13,1,0,0,2,5
The iPhone's screen cracks too easily. Not durable at all. #iPhoneScreenFail #Apple,iPhone,negative,83,12,1,1,0,2,6
My iPhone keeps freezing. So frustrating! #iPhoneFail #Apple,iPhone,negative,60,8,1,1,0,2,6.625
"Google's social network, Google Circles, is a failure. No one cares about it. #GoogleSocialFail #Google",Google Circles,negative,103,15,1,0,0,2,5.933333333
"Just got Google TV, and it's a disappointment. No good shows available. #GoogleTVFail #Google",Google TV,negative,93,14,1,0,0,2,5.714285714
My iPhone battery is draining like crazy. So irritating! #iPhoneBatteryProblems #Apple,iPhone,negative,86,11,1,1,0,2,6.909090909
Google Hotpot is a waste of time. Not better than other options. #GoogleHotpotFail #Google,Google Hotpot,negative,90,14,1,0,0,2,5.5
Apple's updates always mess up my iPhone. So frustrating! #iPhoneUpdateFail #Apple,Apple,negative,82,11,1,1,0,2,6.545454545
Google's Pac-Man doodle is full of bugs. Not impressed at all. #GoogleDoodles #Google,Google Doodles,negative,85,13,1,0,0,2,5.615384615
iPhone battery life is terrible. Can't last a day without charging. #iPhoneBatteryProblems #Apple,iPhone,negative,97,13,1,1,0,2,6.538461538
"Ugh, this iPad is such a disappointment. Waste of money. #iPadFail #Apple",iPad,negative,73,12,1,1,0,2,5.166666667
Google TV is a disaster. Can't find anything worth watching. #GoogleTVFail #Google,Google TV,negative,82,12,1,0,0,2,5.916666667
My iPhone is a piece of junk. It keeps freezing. #iPhoneFail #Apple,iPhone,negative,67,12,1,1,0,2,4.666666667
Google Maps is useless. Can't even find a nearby cafe. #GoogleMapsFail #Google,Google Maps,negative,78,12,1,0,0,2,5.583333333
The latest iPad update messed up everything. So annoying! #iPadUpdateFail #Apple,iPad,negative,80,11,1,1,0,2,6.363636364
Google's latest feature is a joke. Not useful at all. #GoogleFeatureFail #Google,Google Feature,negative,80,12,1,0,0,2,5.75
"Apple thinks they're the coolest, but they're just a bunch of arrogant jerks. #AppleFail #iPhoneSucks",Apple,negative,101,15,1,1,0,2,5.8
Google's so-called 'social network' is a freaking joke. Who even uses it? #GoogleCircles #GoogleFail,Google,negative,100,14,1,0,0,2,6.214285714
"@mention Seriously, Google TV? More like Garbage TV. It's a waste of money. #GoogleTV #SXSW",Google TV,negative,91,15,1,0,1,2,5.133333333
"Ugh, my iPhone battery drains faster than a speeding bullet. Thanks, Apple! #iPhoneBatteryProblems #AppleFail",iPhone,negative,109,14,1,1,0,2,6.857142857
Google Hotpot? More like Not-hotpot. It's the worst recommendation service ever. #GoogleHotpotFail #SXSW,Google,negative,104,13,1,0,0,2,7.076923077
Google can't even get a simple doodle right. What a bunch of amateurs. #GoogleDoodles #Fail #SXSW,Google,negative,97,16,1,0,0,3,5.125
My iPhone battery is dying faster than my dreams at SXSW. Anyone got a charger? #SXSW #iPhoneProblems,iPhone,negative,101,17,1,1,0,2,5
"OMG, this iPad is such a piece of crap. I want my money back, Apple! #iPadFail #AppleSucks",iPad,negative,90,17,1,1,0,2,4.352941176
Google TV is a total disaster. Can't believe I fell for their hype. #GoogleTVFail #SXSW,Google TV,negative,87,15,1,0,0,2,4.866666667
"iPhone users, don't forget to set your clocks forward this weekend. But you'll still be late for everything. #SXSW #iPhoneFail",iPhone,negative,126,20,1,1,0,2,5.35
Google's Hotpot? More like Hot-trap! Don't waste your time. #GoogleHotpot #Fail #SXSW,Google,negative,85,12,1,0,0,3,6.166666667
Why does Apple always screw up with their updates? My iPhone is a mess now. #iPhoneUpdateFail #AppleFail,iPhone,negative,104,17,1,1,0,2,5.176470588
The iPad is so overrated. It freezes more than a popsicle in July. #iPadFreezingIssues #AppleFail,iPad,negative,97,15,1,1,0,2,5.533333333
"Google's Pac-Man doodle is filled with bugs. Surprise, surprise! #GoogleDoodles #Fail #SXSW",Google,negative,91,12,1,0,0,3,6.666666667
iPhone battery is going down faster than my drink at the #SXSW party. Need a charging station ASAP. #iPhoneProblems,iPhone,negative,115,19,1,1,0,2,5.105263158
"WTF, this iPad is a freaking nightmare. Why did I even buy it? #iPadFail #AppleSucks",iPad,negative,84,15,1,1,0,2,4.666666667
Google TV is a total flop. Can't even find anything decent to watch. #GoogleTVFail #SXSW,Google TV,negative,88,15,1,0,0,2,4.933333333
My iPhone is a piece of crap. It can't even last half a day without dying. #iPhoneBatteryProblems #AppleFail,iPhone,negative,108,18,1,1,0,2,5.055555556
The iPad is a joke. Apple needs to step up their game. #iPadFail #AppleSucks,iPad,negative,76,14,1,1,0,2,4.5
Google's social network is a major fail. Nobody even uses it. #GoogleSocialFail #SXSW,Google,negative,85,13,1,0,0,2,5.615384615
I'm done with Apple. My iPhone's battery life is a disaster. #iPhoneBatteryProblems #AppleFail,iPhone,negative,94,13,1,1,0,2,6.307692308
Google's search recommendations are so damn annoying. #GoogleSearchFail #SXSW,Google,negative,77,9,1,0,0,2,7.666666667
Apple's iPad update just ruined my tablet. Thanks for nothing! #iPadUpdateFail #AppleFail,iPad,negative,89,12,1,1,0,2,6.5
Google Maps is garbage. It can't even find a decent coffee shop. #GoogleMapsFail #SXSW,Google,negative,86,14,1,0,0,2,5.214285714
My iPhone's battery life is a disaster. It dies faster than my will to live at #SXSW. #iPhoneBatteryProblems,iPhone,negative,108,18,1,1,0,2,5.055555556
Google's new social network is a major disappointment. #GoogleSocialFail #SXSW,Google,negative,78,10,1,0,0,2,6.9
Apple's iPad is so overhyped. It's slow as molasses. #iPadFail #AppleSucks,iPad,negative,74,11,1,1,0,2,5.818181818
My Andriod phone's camera quality is garbage. Can't take a decent photo. #AndriodCameraFail #GoogleSucks,Andriod,negative,104,14,1,0,0,2,6.5
This iPad update is a hot mess. It screwed up everything. #iPadUpdateFail #AppleFail,iPad,negative,84,13,1,1,0,2,5.538461538
Google's latest feature is a joke. It's more trouble than it's worth. #GoogleFeatureFail #SXSW,Google,negative,94,14,1,0,0,2,5.785714286
"The iPhone's design is so outdated. Get with the times, Apple! #iPhoneDesignFail #AppleSucks",iPhone,negative,92,13,1,1,0,2,6.153846154
My Andriod apps keep crashing. It's so annoying. #AndriodAppFail #GoogleSucks,Andriod,negative,77,10,1,0,0,2,6.8
iPad battery life is terrible. It won't even last a few hours! #iPadBatteryProblems #AppleFail,iPad,negative,94,14,1,1,0,2,5.785714286
Google TV is a complete joke. Waste of money! #GoogleTVFail #SXSW,Google TV,negative,65,11,1,0,0,2,5
The iPhone's screen cracks so easily. It's a damn ripoff! #iPhoneScreenFail #AppleSucks,iPhone,negative,87,12,1,1,0,2,6.333333333
My Andriod phone's performance is crap. I'm switching to something else. #AndriodPerformanceProblems #GoogleSucks,Andriod,negative,113,13,1,0,0,2,7.769230769
iPad's software updates are nothing but a headache. #iPadUpdateFail #AppleFail,iPad,negative,78,10,1,1,0,2,6.9
Google Maps can't even get basic directions right. Useless! #GoogleMapsFail #SXSW,Google,negative,81,11,1,0,0,2,6.454545455
iPhone's battery drains like crazy. Can't get through half the day! #iPhoneBatteryProblems #AppleFail,iPhone,negative,101,13,1,1,0,2,6.846153846
My Android phone's battery life is abysmal. I have to charge it every few hours. #AndroidBatteryProblems #Google,Android,negative,112,17,1,0,0,2,5.647058824
The iPhone software updates are a nightmare. They always break something. #iPhoneSoftwareFail #Apple,iPhone,negative,100,13,1,1,0,2,6.769230769
My iPad screen scratches way too easily. It's like they used cheap materials. #iPadQualityFail #Apple,iPad,negative,101,15,1,1,0,2,5.8
Google's social networking attempts are a sad joke. They should stick to search. #GoogleSocialFail #GoogleDisappoints,Google,negative,117,15,1,0,0,2,6.866666667
"The new iPhone is supposed to be faster, but it's slower than my old phone. #iPhoneFail #AppleDisappoints",iPhone,negative,105,17,1,1,0,2,5.235294118
My Android phone's camera is so bad; it's like taking pictures with a potato. #AndroidCameraFail #Google,Android,negative,104,16,1,0,0,2,5.5625
The iPad's battery life is a joke. It can't even last through a day of light use. #iPadBatteryProblems #Apple,iPad,negative,109,19,1,1,0,2,4.789473684
Google Maps is completely useless. It can't even find well-known locations. #GoogleMapsFail #GoogleDisappoints,Google,negative,110,13,1,0,0,2,7.538461538
Android apps are full of annoying ads that ruin the user experience. #AndroidAppFail #GooglePlay,Android,negative,96,14,1,0,0,2,5.928571429
The iPhone is so overpriced for what it offers. There are much better options out there. #iPhoneOverpriced #Apple,iPhone,negative,113,18,1,1,0,2,5.333333333
My iPad is so slow and laggy. I regret buying it. #iPadPerformanceFail #Apple,iPad,negative,77,13,1,1,0,2,5
I can't believe how fragile the iPhone screen is! A small drop and it's completely shattered. #AppleFail #iPhone,iPhone,negative,112,18,1,1,0,2,5.277777778
My iPad crashed again! Is this some kind of feature? I can't believe I spent money on this. #iPadIssues #AppleDisappointment,iPad,negative,124,20,1,1,0,2,5.25
"Android users beware! The latest update killed my phone's performance. Thanks, Google. #AndroidFail #Google",Android,negative,107,14,1,0,0,2,6.714285714
My Android app just crashed in the middle of an important task. How am I supposed to get anything done? #AndroidAppFail #GooglePlay,Android,negative,131,22,1,0,0,2,5
"Ugh, the iPad is such a disappointment! It's slow and glitchy. Not worth the hype.",iPad,negative,82,15,1,1,0,0,4.533333333
My experience with Apple products has been awful. Nothing seems to work properly.,Apple,negative,81,13,1,1,0,0,5.307692308
The iPhone battery life is a joke. It barely lasts half a day!,iPhone,negative,62,13,1,1,0,0,3.846153846
Google keeps crashing on me! Can't handle the simplest tasks.,Google,negative,61,10,1,0,0,0,5.2
SXSW was a total waste of time and money. Nothing interesting to see or do.,SXSW,negative,75,15,1,0,0,0,4.066666667
This iPad or iPhone app is a total mess. It's confusing and lacks basic features.,iPad or iPhone App,negative,81,15,1,1,0,0,4.466666667
Android devices are so unreliable. Constantly freezing and restarting.,Android,negative,70,9,1,0,0,0,6.888888889
Google's customer service is the worst. They don't care about their users.,Google,negative,74,12,1,0,0,0,5.25
Google Circles is pointless. I don't see the purpose of using it at all.,Google Circles,negative,72,14,1,0,0,0,4.214285714
Google Maps gave me wrong directions multiple times. Unreliable!,Google Maps,negative,64,9,1,0,0,0,6.222222222
iPad2 is outdated and slow. Don't waste your money on this relic.,iPad2,negative,65,12,1,1,0,0,4.5
This Android app is a disaster. It crashes every time I open it.,Android App,negative,64,13,1,0,0,0,4
iTunes is so frustrating to use. I can never find what I'm looking for.,iTunes,negative,71,14,1,1,0,0,4.142857143
The iPad is overrated. It's just an expensive toy.,iPad,negative,50,9,1,1,0,0,4.666666667
Apple's products are all style and no substance. Useless!,Apple,negative,57,9,1,1,0,0,5.444444444
"The latest iPhone update messed up my phone. Thanks, Apple!",iPhone,negative,59,10,1,1,0,0,5
Google's search results are getting worse by the day.,Google,negative,53,9,1,0,0,0,5
SXSW was a total letdown. Boring and poorly organized.,SXSW,negative,54,9,1,0,0,0,5.111111111
This iPad or iPhone app is a hot mess. It's a UX nightmare.,iPad or iPhone App,negative,59,13,1,1,0,0,3.615384615
Android devices are so clunky and slow. Not worth the money.,Android,negative,60,11,1,0,0,0,4.545454545
Google's new feature is a disaster. It's full of bugs and glitches.,Google,negative,67,12,1,0,0,0,4.666666667
Google Circles is just a confusing version of Facebook. What's the point?,Google Circles,negative,73,12,1,0,0,0,5.166666667
